,time,energy,valve_open
0,0.0,1.0,True
1,0.001001001001001001,1.0051584041344823,True
2,0.002002002002002002,1.0103434174021793,True
3,0.003003003003003003,1.0155551770637539,True
4,0.004004004004004004,1.0207938210879144,True
5,0.005005005005005005,1.0260594881550682,True
6,0.006006006006006006,1.0313523176609922,True
7,0.007007007007007007,1.0366724497205226,True
8,0.008008008008008008,1.042020025171265,True
9,0.009009009009009009,1.0473951855773218,True
10,0.01001001001001001,1.0527980732330409,True
11,0.011011011011011011,1.0582288311667811,True
12,0.012012012012012012,1.0636876031447002,True
13,0.013013013013013013,1.0691745336745595,True
14,0.014014014014014014,1.0746897680095495,True
15,0.015015015015015015,1.080233452152136,True
16,0.016016016016016016,1.0858057328579236,True
17,0.017017017017017015,1.0914067576395425,True
18,0.018018018018018018,1.0970366747705524,True
19,0.01901901901901902,1.1026956332893676,True
20,0.02002002002002002,1.108383783003203,True
21,0.02102102102102102,1.11410127449204,True
22,0.022022022022022022,1.1198482591126118,True
23,0.023023023023023025,1.1256248890024112,True
24,0.024024024024024024,1.1314313170837174,True
25,0.025025025025025023,1.1372676970676447,True
26,0.026026026026026026,1.1431341834582118,True
27,0.02702702702702703,1.1490309315564307,True
28,0.028028028028028028,1.1549580974644196,True
29,0.029029029029029027,1.160915838089534,True
30,0.03003003003003003,1.166904311148521,True
31,0.031031031031031032,1.1729236751716947,True
32,0.03203203203203203,1.1789740895071326,True
33,0.03303303303303303,1.1850557143248936,True
34,0.03403403403403403,1.1911687106212592,True
35,0.035035035035035036,1.197313240222994,True
36,0.036036036036036036,1.2034894657916306,True
37,0.037037037037037035,1.209697550827776,True
38,0.03803803803803804,1.2159376596754394,True
39,0.03903903903903904,1.2222099575263818,True
40,0.04004004004004004,1.2285146104244915,True
41,0.04104104104104104,1.2348517852701772,True
42,0.04204204204204204,1.2412216498247877,True
43,0.043043043043043044,1.2476243727150529,True
44,0.044044044044044044,1.2540601234375472,True
45,0.04504504504504504,1.2605290723631768,True
46,0.04604604604604605,1.2670313907416904,True
47,0.04704704704704705,1.2735672507062112,True
48,0.04804804804804805,1.2801368252777954,True
49,0.04904904904904905,1.2867402883700114,True
50,0.050050050050050046,1.2933778147935444,True
51,0.05105105105105105,1.3000495802608232,True
52,0.05205205205205205,1.3067557613906726,True
53,0.05305305305305305,1.3134965357129889,True
54,0.05405405405405406,1.320272081673439,True
55,0.055055055055055056,1.3270825786381848,True
56,0.056056056056056056,1.3339282068986316,True
57,0.057057057057057055,1.3408091476762,True
58,0.058058058058058054,1.3477255831271246,True
59,0.05905905905905906,1.3546776963472753,True
60,0.06006006006006006,1.3616656713770041,True
61,0.06106106106106106,1.368689693206018,True
62,0.062062062062062065,1.3757499477782753,True
63,0.06306306306306306,1.3828466219969084,True
64,0.06406406406406406,1.3899799037291722,True
65,0.06506506506506507,1.3971499818114164,True
66,0.06606606606606606,1.4043570460540842,True
67,0.06706706706706707,1.411601287246739,True
68,0.06806806806806806,1.418882897163113,True
69,0.06906906906906907,1.4262020685661856,True
70,0.07007007007007007,1.4335589952132848,True
71,0.07107107107107107,1.4409538718612174,True
72,0.07207207207207207,1.4483868942714246,True
73,0.07307307307307308,1.4558582592151643,True
74,0.07407407407407407,1.4633681644787202,True
75,0.07507507507507508,1.470916808868637,True
76,0.07607607607607608,1.4785043922169847,True
77,0.07707707707707707,1.486131115386647,True
78,0.07807807807807808,1.4937971802766403,True
79,0.07907907907907907,1.5015027898274573,True
80,0.08008008008008008,1.5092481480264401,True
81,0.08108108108108109,1.5170334599131796,True
82,0.08208208208208208,1.5248589315849437,True
83,0.08308308308308308,1.5327247702021338,True
84,0.08408408408408408,1.540631183993768,True
85,0.08508508508508508,1.548578382262994,True
86,0.08608608608608609,1.5565665753926294,True
87,0.08708708708708708,1.5645959748507317,True
88,0.08808808808808809,1.5726667931961962,True
89,0.0890890890890891,1.5807792440843826,True
90,0.09009009009009009,1.5889335422727713,True
91,0.09109109109109109,1.5971299036266489,True
92,0.0920920920920921,1.605368545124822,True
93,0.09309309309309309,1.6136496848653616,True
94,0.0940940940940941,1.6219735420713774,True
95,0.09509509509509509,1.6303403370968192,True
96,0.0960960960960961,1.6387502914323129,True
97,0.0970970970970971,1.6472036277110214,True
98,0.0980980980980981,1.6557005697145404,True
99,0.0990990990990991,1.6642413423788207,True
100,0.10010010010010009,1.6728261718001238,True
101,0.1011011011011011,1.681455285241008,True
102,0.1021021021021021,1.6901289111363422,True
103,0.1031031031031031,1.6988472790993563,True
104,0.1041041041041041,1.7076106199277163,True
105,0.10510510510510511,1.7164191656096375,True
106,0.1061061061061061,1.7252731493300228,True
107,0.10710710710710711,1.7341728054766383,True
108,0.10810810810810811,1.743118369646316,True
109,0.1091091091091091,1.7521100786511914,True
110,0.11011011011011011,1.761148170524974,True
111,0.1111111111111111,1.770232884529246,True
112,0.11211211211211211,1.7793644611597983,True
113,0.11311311311311312,1.788543142152996,True
114,0.11411411411411411,1.797769170492178,True
115,0.11511511511511512,1.8070427904140898,True
116,0.11611611611611611,1.8163642474153483,True
117,0.11711711711711711,1.8257337882589417,True
118,0.11811811811811812,1.8351516609807608,True
119,0.11911911911911911,1.844618114896166,True
120,0.12012012012012012,1.8541334006065875,True
121,0.12112112112112113,1.8636977700061583,True
122,0.12212212212212212,1.8733114762883836,True
123,0.12312312312312312,1.8829747739528429,True
124,0.12412412412412413,1.892687918811927,True
125,0.12512512512512514,1.9024511679976113,True
126,0.12612612612612611,1.9122647799682608,True
127,0.12712712712712712,1.9221290145154741,True
128,0.12812812812812813,1.9320441327709592,True
129,0.12912912912912913,1.9420103972134473,True
130,0.13013013013013014,1.952028071675641,True
131,0.13113113113113112,1.9620974213511981,True
132,0.13213213213213212,1.9722187128017532,True
133,0.13313313313313313,1.9823922139639731,True
134,0.13413413413413414,1.9926181941566508,True
135,0.13513513513513514,2.002896924087833,True
136,0.13613613613613612,2.0132286758619893,True
137,0.13713713713713713,2.0236137229872146,True
138,0.13813813813813813,2.034052340382467,True
139,0.13913913913913914,2.0445448043848495,True
140,0.14014014014014015,2.055091392756923,True
