tiempo_finito,friccion_causal
0.0,1e-78
0.001001001001001001,1.0051584041344823e-78
0.002002002002002002,1.0103434174021793e-78
0.003003003003003003,1.0155551770637538e-78
0.004004004004004004,1.0207938210879143e-78
0.005005005005005005,1.0260594881550682e-78
0.006006006006006006,1.0313523176609922e-78
0.007007007007007007,1.0366724497205227e-78
0.008008008008008008,1.042020025171265e-78
0.009009009009009009,1.0473951855773218e-78
0.01001001001001001,1.0527980732330409e-78
0.011011011011011011,1.0582288311667811e-78
0.012012012012012012,1.0636876031447003e-78
0.013013013013013013,1.0691745336745595e-78
0.014014014014014014,1.0746897680095496e-78
0.015015015015015015,1.0802334521521359e-78
0.016016016016016016,1.0858057328579237e-78
0.017017017017017015,1.0914067576395425e-78
0.018018018018018018,1.0970366747705524e-78
0.01901901901901902,1.1026956332893676e-78
0.02002002002002002,1.108383783003203e-78
0.02102102102102102,1.11410127449204e-78
0.022022022022022022,1.1198482591126117e-78
0.023023023023023025,1.1256248890024112e-78
0.024024024024024024,1.1314313170837172e-78
0.025025025025025023,1.1372676970676448e-78
0.026026026026026026,1.1431341834582118e-78
0.02702702702702703,1.1490309315564306e-78
0.028028028028028028,1.1549580974644196e-78
0.029029029029029027,1.160915838089534e-78
0.03003003003003003,1.1669043111485209e-78
0.031031031031031032,1.1729236751716946e-78
0.03203203203203203,1.1789740895071326e-78
0.03303303303303303,1.1850557143248938e-78
0.03403403403403403,1.1911687106212593e-78
0.035035035035035036,1.197313240222994e-78
0.036036036036036036,1.2034894657916307e-78
0.037037037037037035,1.209697550827776e-78
0.03803803803803804,1.2159376596754393e-78
0.03903903903903904,1.2222099575263818e-78
0.04004004004004004,1.2285146104244915e-78
0.04104104104104104,1.2348517852701773e-78
0.04204204204204204,1.2412216498247876e-78
0.043043043043043044,1.247624372715053e-78
0.044044044044044044,1.2540601234375472e-78
0.04504504504504504,1.260529072363177e-78
0.04604604604604605,1.2670313907416903e-78
0.04704704704704705,1.2735672507062112e-78
0.04804804804804805,1.2801368252777954e-78
0.04904904904904905,1.2867402883700115e-78
0.050050050050050046,1.2933778147935445e-78
0.05105105105105105,1.3000495802608232e-78
0.05205205205205205,1.3067557613906726e-78
0.05305305305305305,1.3134965357129888e-78
0.05405405405405406,1.320272081673439e-78
0.055055055055055056,1.3270825786381848e-78
0.056056056056056056,1.3339282068986315e-78
0.057057057057057055,1.3408091476762e-78
0.058058058058058054,1.3477255831271247e-78
0.05905905905905906,1.3546776963472752e-78
0.06006006006006006,1.361665671377004e-78
0.06106106106106106,1.368689693206018e-78
0.062062062062062065,1.3757499477782753e-78
0.06306306306306306,1.3828466219969084e-78
0.06406406406406406,1.3899799037291723e-78
0.06506506506506507,1.3971499818114165e-78
0.06606606606606606,1.4043570460540841e-78
0.06706706706706707,1.411601287246739e-78
0.06806806806806806,1.418882897163113e-78
0.06906906906906907,1.4262020685661855e-78
0.07007007007007007,1.4335589952132848e-78
0.07107107107107107,1.4409538718612174e-78
0.07207207207207207,1.4483868942714247e-78
0.07307307307307308,1.4558582592151644e-78
0.07407407407407407,1.4633681644787203e-78
0.07507507507507508,1.470916808868637e-78
0.07607607607607608,1.4785043922169846e-78
0.07707707707707707,1.486131115386647e-78
0.07807807807807808,1.4937971802766403e-78
0.07907907907907907,1.5015027898274574e-78
0.08008008008008008,1.5092481480264402e-78
0.08108108108108109,1.5170334599131795e-78
0.08208208208208208,1.5248589315849437e-78
0.08308308308308308,1.5327247702021338e-78
0.08408408408408408,1.540631183993768e-78
0.08508508508508508,1.5485783822629938e-78
0.08608608608608609,1.5565665753926294e-78
0.08708708708708708,1.5645959748507317e-78
0.08808808808808809,1.5726667931961962e-78
0.0890890890890891,1.5807792440843826e-78
0.09009009009009009,1.5889335422727713e-78
0.09109109109109109,1.5971299036266488e-78
0.0920920920920921,1.6053685451248222e-78
0.09309309309309309,1.6136496848653617e-78
0.0940940940940941,1.6219735420713776e-78
0.09509509509509509,1.6303403370968191e-78
0.0960960960960961,1.638750291432313e-78
0.0970970970970971,1.6472036277110214e-78
0.0980980980980981,1.6557005697145403e-78
0.0990990990990991,1.6642413423788208e-78
0.10010010010010009,1.6728261718001239e-78
0.1011011011011011,1.681455285241008e-78
0.1021021021021021,1.6901289111363422e-78
0.1031031031031031,1.6988472790993562e-78
0.1041041041041041,1.7076106199277164e-78
0.10510510510510511,1.7164191656096376e-78
0.1061061061061061,1.7252731493300229e-78
0.10710710710710711,1.7341728054766384e-78
0.10810810810810811,1.743118369646316e-78
0.1091091091091091,1.7521100786511913e-78
0.11011011011011011,1.7611481705249741e-78
0.1111111111111111,1.770232884529246e-78
0.11211211211211211,1.7793644611597984e-78
0.11311311311311312,1.7885431421529961e-78
0.11411411411411411,1.7977691704921781e-78
0.11511511511511512,1.8070427904140897e-78
